Protein	Corr_DrugRep_avg_ContRep_avg	PValue	FDR	Fold-change 	Fold-change 
Q9NR71	N/A	N/A	N/A	N/A	false
Q8WVB6	N/A	N/A	N/A	N/A	false
Q92771	N/A	N/A	N/A	N/A	false
Q49AN0	N/A	N/A	N/A	N/A	false
P62140	0.9000427598529187	0.11794526536679825	0.4415035057746602	0.020171100126229687	false
Q6ZW76	N/A	N/A	N/A	N/A	false
Q14061	N/A	N/A	N/A	N/A	false
P46940	0.7779715963825575	5.218040973598717E-4	0.0	0.14287663478554252	false
Q9H2J4	N/A	N/A	N/A	N/A	false
Q92769	0.8502440611506301	0.013436623451730663	0.05313046681460087	0.05319383135143953	false
Q16236	N/A	N/A	N/A	N/A	false
Q5GLZ8	N/A	N/A	N/A	N/A	false
Q6UXH9	N/A	N/A	N/A	N/A	false
P56715	N/A	N/A	N/A	N/A	false
Q9NR61	N/A	N/A	N/A	N/A	false
P62136	0.9039294522785114	0.027877270542222256	0.11678228495667663	0.02314274950568684	false
Q92764	0.7752508766661569	0.006655110826155904	0.018193021590658734	0.07582438989722816	false
P11441	N/A	N/A	N/A	N/A	false
Q6H8Q1	N/A	N/A	N/A	N/A	false
Q6UXH1	0.8289251416402599	0.043280971387100534	0.19804242241148926	0.046325940478359286	false
P46939	N/A	N/A	N/A	N/A	false
P46937	N/A	N/A	N/A	N/A	false
Q06455	N/A	N/A	N/A	N/A	false
P46934	N/A	N/A	N/A	N/A	false
Q7LGC8	N/A	N/A	N/A	N/A	false
P21217	N/A	N/A	N/A	N/A	false
Q9UEG4	N/A	N/A	N/A	N/A	false
B1AJZ9	N/A	N/A	N/A	N/A	false
Q5T9L3	N/A	N/A	N/A	N/A	false
Q9NQT8	N/A	N/A	N/A	N/A	false
P13612	N/A	N/A	N/A	N/A	false
Q02094	N/A	N/A	N/A	N/A	false
P13611	N/A	N/A	N/A	N/A	false
Q9NR56	N/A	N/A	N/A	N/A	false
P42574	N/A	N/A	N/A	N/A	false
Q9NQT5	N/A	N/A	N/A	N/A	false
Q8IUI8	N/A	N/A	N/A	N/A	false
Q9NQT4	0.7042357752724072	0.12852064506151445	0.4644817257342563	0.0264551250784634	false
Q9NR50	N/A	N/A	N/A	N/A	false
Q5TFE4	0.5465856603746635	0.07097190459141961	0.311262126024994	0.06316847064333467	false
P56703	N/A	N/A	N/A	N/A	false
Q16222	0.7708439623858016	0.1947272606964677	0.5925086590365196	0.03368341093095637	false
P34972	N/A	N/A	N/A	N/A	false
Q6UXG3	N/A	N/A	N/A	N/A	false
P09132	N/A	N/A	N/A	N/A	false
Q08623	N/A	N/A	N/A	N/A	false
P09131	N/A	N/A	N/A	N/A	false
P46926	0.6203738117123357	7.035513081667028E-4	0.001323128842956999	0.3297951430406969	true
A2IDD5	N/A	N/A	N/A	N/A	false
Q29983	N/A	N/A	N/A	N/A	false
Q29980	N/A	N/A	N/A	N/A	false
Q494R4	N/A	N/A	N/A	N/A	false
Q9BRZ2	N/A	N/A	N/A	N/A	false
P42568	N/A	N/A	N/A	N/A	false
Q9H2H8	0.6266289923869208	N/A	N/A	0.06389374696379209	false
Q02086	N/A	N/A	N/A	N/A	false
Q9NR48	N/A	N/A	N/A	N/A	false
Q494R0	N/A	N/A	N/A	N/A	false
Q9NQS7	N/A	N/A	N/A	N/A	false
Q9NR46	N/A	N/A	N/A	N/A	false
Q02083	N/A	N/A	N/A	N/A	false
