Protein	Similarity_Drug_vs_Control	pValue	FDR	Fold-change 	Fold-change 
K04G7.3b	N/A	N/A	N/A	N/A	false
K04G7.3a	N/A	N/A	N/A	N/A	false
C55F2.1c	0.774661916006575	0.04000394745777584	0.38583958636383275	0.06939732406079513	false
K05F1.7	0.8435198826236148	0.6278332680863034	0.9995692703162754	0.0063552646613787515	false
C55F2.1b	0.8155293048570827	0.02080966814970983	0.12933443059323152	0.075402189034118	false
C55F2.1a	0.7783309018693808	0.028496456488166524	0.23937766879465605	0.06946046656447605	false
K05F1.5	0.7242424242424242	N/A	N/A	0.17154811715481175	false
K05F1.3	0.9326780111752005	0.9114373816963686	0.9995692703162754	0.005626210170483904	false
F59G1.7	0.6850816713511132	N/A	N/A	N/A	false
R06B10.3	1.0	N/A	N/A	0.0	false
C26E6.8	0.722093048483187	N/A	N/A	0.1761220770058761	false
F59G1.3	N/A	N/A	N/A	N/A	false
T04C10.2b	0.6079484442689448	0.07509717365885406	0.7876856934474684	0.06639713707674028	false
C26E6.6	N/A	N/A	N/A	N/A	false
T04C10.2a	0.6138946056056156	0.18475991996606386	0.9995692703162754	0.056010463872060615	false
B0205.7	0.8816147601237242	0.950340971469763	0.9995692703162754	0.027703094219907548	false
C27A7.5e	N/A	N/A	N/A	N/A	false
C26E6.4	0.8918501086906465	0.9181498320949016	0.9995692703162754	0.015099370289592559	false
B0205.6	0.8649662842558801	0.7353795277616096	0.9995692703162754	0.048021460515334256	false
C37C3.13	0.7505197170505253	0.770630107593573	0.9995692703162754	0.06645300480273116	false
B0205.3	0.8013401711862324	0.7120378111159188	0.9995692703162754	0.03538221225914049	false
Y59A8B.23c	N/A	N/A	N/A	N/A	false
Y59A8B.23b	0.5891724206086163	0.07870619862704448	0.8259577474664122	0.03377494697306646	false
T21E12.4	0.8492560116695382	0.7575355128878057	0.9995692703162754	0.04750324201805702	false
Y102E9.1b	N/A	N/A	N/A	N/A	false
Y102E9.1a	N/A	N/A	N/A	N/A	false
F42G8.12	0.941542715249528	0.9291140501726757	0.9995692703162754	0.010178937839960194	false
T28F2.3	0.7577160493827161	N/A	N/A	0.18300843759092233	false
ZK1010.3	N/A	N/A	N/A	N/A	false
ZK1010.2	N/A	N/A	N/A	N/A	false
ZK1010.1	0.8763836895837623	0.9071613193708031	0.9995692703162754	0.04188632009908711	false
Y54F10AM.10	N/A	N/A	N/A	N/A	false
DH11.3	N/A	N/A	N/A	N/A	false
Y46H3C.4	0.8735449735449735	N/A	N/A	0.10963052695336155	false
ZK721.2	0.9191351356098344	0.26925966186311423	0.9995692703162754	3.323119695969638E-4	false
F33D4.5	N/A	N/A	N/A	N/A	false
W06H3.3	0.8060045308633784	0.4450891208142754	0.9995692703162754	0.031659487574391625	false
W06H3.1	N/A	N/A	N/A	N/A	false
ZK945.3	0.6063436520263473	N/A	N/A	0.2543935813295644	true
ZK945.2	0.8598939035715407	0.5252771001905633	0.9995692703162754	0.017135701563167873	false
Y39A1A.7	N/A	N/A	N/A	N/A	false
Y39A1A.6	N/A	N/A	N/A	N/A	false
Y59A8B.22c	0.6244217855902807	N/A	N/A	N/A	false
Y59A8B.22b	0.6244217855902807	N/A	N/A	N/A	false
Y59A8B.22a	0.6500131414574146	N/A	N/A	N/A	false
T12F5.3	0.6081678059388265	N/A	N/A	0.08164269868179329	false
R03G5.2	0.638391707170174	N/A	N/A	0.29006298734844205	true
F46C3.3b	N/A	N/A	N/A	N/A	false
T25G3.4	0.8055671473065807	0.7711840245282089	0.9995692703162754	0.05780820037204128	false
F46C3.3a	N/A	N/A	N/A	N/A	false
T25G3.3	N/A	N/A	N/A	N/A	false
T25G3.1	N/A	N/A	N/A	N/A	false
T27C4.4d	0.7986681013872331	0.1264694231918517	0.9995692703162754	0.007958585948341212	false
Y71H10A.1b	0.8981356472248626	0.3824055809011267	0.9995692703162754	0.007134942825059001	false
T27C4.4c	0.7358197771610508	0.05148053949592905	0.5190952185338055	0.07309104652819791	false
Y71H10A.1a	0.9096301378001351	0.3561734191645678	0.9995692703162754	0.007582455108389825	false
ZK154.3	0.9328468206507291	0.9491046685890145	0.9995692703162754	0.021428558495362446	false
ZK154.1	0.8659169573752828	0.8203981648216321	0.9995692703162754	0.046566942307673206	false
Y60A3A.13b	N/A	N/A	N/A	N/A	false
Y60A3A.13a	0.8284070988591674	N/A	N/A	0.15593975590438272	false
Y71G12B.6	0.647729538001493	0.1371814258402987	0.9995692703162754	0.10894062320467293	false
F22G12.4c	N/A	N/A	N/A	N/A	false
Y71G12B.4	N/A	N/A	N/A	N/A	false
F22G12.4a	N/A	N/A	N/A	N/A	false
E01G4.4c	0.7230072486437749	N/A	N/A	0.12657716021970755	false
F56A8.9	N/A	N/A	N/A	N/A	false
F08A8.1c	0.5516818473943241	0.030440650984687158	0.2615461971529135	0.3876398022105012	true
F08A8.1b	0.5617933647141721	0.01508516404783201	0.06892435873431942	0.3206457519894851	true
F56A8.6	0.7653179546213197	0.7724524173764172	0.9995692703162754	0.08795603806196314	false
F08A8.1a	0.5898813684248947	0.009614599712986584	0.03407601572739188	0.27656342331638056	true
T14G8.1	0.6356978597609999	N/A	N/A	N/A	false
R148.5b	N/A	N/A	N/A	N/A	false
Y57A10C.6	0.8354161342430472	0.017611641644575862	0.08998094650704318	0.062022663593528475	false
F07C3.2	0.6738977072310406	N/A	N/A	0.28552734886155445	true
K04G7.11	N/A	N/A	N/A	N/A	false
F43E2.8	0.9527772490425755	0.9719093046704976	0.9995692703162754	0.007204045409560067	false
F43E2.5	0.9057326217574478	0.9259787618687929	0.9995692703162754	0.017573448760811614	false
F43E2.4	N/A	N/A	N/A	N/A	false
Y69H2.3e	1.0	N/A	N/A	0.0	false
C07H6.5	0.9067636969992484	0.5477496907897894	0.9995692703162754	0.0048214447009177494	false
Y69H2.3d	1.0	N/A	N/A	0.0	false
F43E2.2	N/A	N/A	N/A	N/A	false
Y69H2.3c	N/A	N/A	N/A	N/A	false
Y69H2.3b	1.0	N/A	N/A	N/A	false
Y69H2.3a	1.0	N/A	N/A	0.0	false
Y110A7A.8	N/A	N/A	N/A	N/A	false
B0395.3	0.7484934874289357	0.09697599400389481	0.9469662008749746	0.08485707397352349	false
C51E3.9b	0.6444241213505373	1.6065417487500115E-4	0.0	0.33164178937990113	true
C51E3.9a	0.6540793941190752	1.9903447846633784E-4	0.0	0.30827430692304736	true
Y110A7A.4	0.19956383669030403	N/A	N/A	0.5032783743557672	true
R06C1.4	0.8384288452492128	0.2893243927558994	0.9995692703162754	0.02437365579436572	false
C03E10.6	0.6957447794725953	N/A	N/A	0.02664904625971302	false
C03E10.5	0.7842162988184013	0.8358903329623316	0.9995692703162754	0.04717563231424654	false
R06C1.1	N/A	N/A	N/A	N/A	false
ZK1321.4b	N/A	N/A	N/A	N/A	false
R08E5.3	0.4084013426845506	0.4521497857728302	0.9995692703162754	0.13420779624052098	false
F08B12.4i	0.7990512246869671	0.9099334905365494	0.9995692703162754	0.0875826992448474	false
F08B12.4h	0.7982087508586492	0.8829226320586994	0.9995692703162754	0.08691939721165344	false
F08B12.4g	0.8017438101621742	0.9514430438712792	0.9995692703162754	0.09027862226049876	false
C54C6.2	0.9349532229887112	0.9798757388365138	0.9995692703162754	0.020082642002619736	false
C54C6.1	N/A	N/A	N/A	N/A	false
C27A7.1b	0.44814814814814813	N/A	N/A	0.25619834710743805	true
H32C10.2	N/A	N/A	N/A	N/A	false
F08B12.4c	0.7963464820605246	0.8996447211555562	0.9995692703162754	0.09012406998161852	false
K08D10.4	N/A	N/A	N/A	N/A	false
F08B12.4a	0.8066861706280766	0.9280130519671407	0.9995692703162754	0.09556165986537231	false
K08D10.3	N/A	N/A	N/A	N/A	false
F35C5.9	N/A	N/A	N/A	N/A	false
ZK858.7	N/A	N/A	N/A	N/A	false
F35C5.8	0.7051587301587302	0.600847043505779	0.9995692703162754	0.024760832864378392	false
F35C5.6	0.8450552049980727	0.7771473519156692	0.9995692703162754	0.021318427936202106	false
F08C6.4b	0.8771832681128807	0.9746935219407137	0.9995692703162754	0.054094672592303716	false
C30H6.8	0.47779213547320837	N/A	N/A	0.484760180061749	true
ZK858.3	0.8484108184160638	0.6157356091347057	0.9995692703162754	0.030970386996931283	false
W09D12.1	0.8113412241803389	0.8395240341831012	0.9995692703162754	0.04798503607835399	false
F08C6.4a	0.8776924434883157	0.9832567587398684	0.9995692703162754	0.04517330171545163	false
K06H7.3	N/A	N/A	N/A	N/A	false
K09F5.2	0.9516018033226769	0.990320347362285	0.9995692703162754	0.017472145312328418	false
C16C2.2a	N/A	N/A	N/A	N/A	false
R148.3a	0.6290697242804176	0.036615468063757685	0.33538132864642917	0.17062793040599628	false
F20H11.5	0.7252881009237955	0.6939720903366188	0.9995692703162754	0.08029901920027695	false
Y106G6H.7	N/A	N/A	N/A	N/A	false
F14F3.2	N/A	N/A	N/A	N/A	false
F20H11.3	0.9290492533490666	0.13830572408199243	0.9995692703162754	0.011005017952767529	false
Y106G6H.5	N/A	N/A	N/A	N/A	false
C33C12.3b	N/A	N/A	N/A	N/A	false
H42K12.3	N/A	N/A	N/A	N/A	false
C51E3.7c	0.6881879230229754	0.6058168078586461	0.9995692703162754	0.01279230983499514	false
C51E3.7b	0.6874690827861646	0.7110994835512071	0.9995692703162754	0.025525634266525984	false
C51E3.7a	0.7229555360982173	0.22510607846416672	0.9995692703162754	0.03077733119759173	false
F45E4.9	0.5678408771451039	0.29852112353596494	0.9995692703162754	0.15664397371572303	false
C25A1.13	N/A	N/A	N/A	N/A	false
F14E5.2b	0.717342839410387	0.3373439349947755	0.9995692703162754	0.040211525144130233	false
F45E4.2	0.9102975157137915	0.851889515564823	0.9995692703162754	0.015441692973803921	false
R148.6	0.8381713491847295	0.10039537579407443	0.9727228047182176	0.03453129027716634	false
C25D7.8	N/A	N/A	N/A	N/A	false
K09E4.4	N/A	N/A	N/A	N/A	false
R148.2	N/A	N/A	N/A	N/A	false
W08E3.3b	0.8842208860826178	0.2935914611389153	0.9995692703162754	0.0015868306867457868	false
W08E3.3a	0.8981397756417698	0.25105103368906445	0.9995692703162754	0.008041018403980386	false
C25D7.6	0.8048374512204367	0.04983987772714016	0.4967889908256881	0.049596809909496484	false
C25D7.3	N/A	N/A	N/A	N/A	false
C48B4.4a	N/A	N/A	N/A	N/A	false
W04D2.1d	0.7449128445111192	0.9709823997660194	0.9995692703162754	0.10018726184282076	false
T04B8.5a	N/A	N/A	N/A	N/A	false
W04D2.1c	0.7393008818280449	0.9477580119010569	0.9995692703162754	0.09612294448677715	false
W04D2.1b	0.7491930190742649	0.9625274993630167	0.9995692703162754	0.09815621426342669	false
F01D4.4	0.6566730859010271	0.8421655918884474	0.9995692703162754	0.07920286152273902	false
W04D2.1a	0.7439777209862527	0.9586014806972838	0.9995692703162754	0.09437720700490466	false
Y55F3AR.3	0.889143552329803	0.8131907011293633	0.9995692703162754	0.0329058106060589	false
Y55F3AR.2	0.7168288288953328	0.8739280325225846	0.9995692703162754	0.13376737701114486	false
F08C6.2b	0.6374751284751933	N/A	N/A	0.20791032903119286	true
C02F5.10	N/A	N/A	N/A	N/A	false
F45D3.5	N/A	N/A	N/A	N/A	false
W10D9.5	0.8268507546373473	N/A	N/A	0.022559061845735483	false
M05B5.4	0.6958631240734071	0.9372695359650997	0.9995692703162754	0.11799765633268655	false
F45H11.2	0.6942575001337912	N/A	N/A	1.3881168640016224E-4	false
B0416.7a	0.7799670759491675	0.9507669733988628	0.9995692703162754	0.0915971137488738	false
C43G2.2	0.8803827751196172	N/A	N/A	0.07447665056360694	false
D2005.5	N/A	N/A	N/A	N/A	false
ZC455.10	0.6428571428571429	N/A	N/A	0.03703703703703708	false
C38D4.3	N/A	N/A	N/A	N/A	false
D2005.1	0.6286350295280281	N/A	N/A	0.04106267232956546	false
F02H6.5a	N/A	N/A	N/A	N/A	false
F38B2.4a	0.9116631550437219	0.5482711812903062	0.9995692703162754	0.003689396320960325	false
W10C8.5	0.6158506235076965	1.2936927771338378E-4	0.0	0.45500269511677355	true
ZC518.2	0.7360500317560209	0.9248653852532975	0.9995692703162754	0.1553251982813154	false
C53H9.2b	N/A	N/A	N/A	N/A	false
C53H9.2a	N/A	N/A	N/A	N/A	false
C06A6.4b	0.7952015622712789	0.8688873920874591	0.9995692703162754	0.04908142241384562	false
C06A6.4a	0.7965792688442607	0.8296000193696509	0.9995692703162754	0.04679345308001171	false
F48A11.1	N/A	N/A	N/A	N/A	false
C39D10.8c	0.7221776664483986	0.09609089218314391	0.9469662008749746	0.08973327371019747	false
F59E12.5a	0.6961864143964934	0.017148198949990687	0.08652286913832552	0.13371637519455778	false
T21G5.4	N/A	N/A	N/A	N/A	false
T21G5.3	0.7645292034948331	0.15432278405319627	0.9995692703162754	0.03969998119425011	false
C05D11.11a	0.9251371516448371	0.6019700184742722	0.9995692703162754	0.004024216918171647	false
F44A6.1b	0.7715024403040035	0.43000755931397555	0.9995692703162754	0.0506757283976818	false
C01G5.6	N/A	N/A	N/A	N/A	false
C01G5.5	N/A	N/A	N/A	N/A	false
Y116A8C.42	0.7965303684546853	0.19157607427868156	0.9995692703162754	0.006019888796529753	false
H10E21.3a	N/A	N/A	N/A	N/A	false
B0416.5b	0.7202420372554583	N/A	N/A	0.08228599303736905	false
F53A3.4b	N/A	N/A	N/A	N/A	false
M28.5	0.895232741291952	0.6874775865381741	0.9995692703162754	0.013215929402837796	false
C07A9.3c	N/A	N/A	N/A	N/A	false
B0286.3	0.8900977683307255	0.9626957773529164	0.9995692703162754	0.045265010266981986	false
F59E12.4a	0.7001731941817922	0.021371661089235994	0.13025506603488254	0.13374296718958334	false
M88.5b	0.8609724224823205	0.11797995949328441	0.9995692703162754	0.03923381331005832	false
B0564.2	N/A	N/A	N/A	N/A	false
M176.3	0.785820131961438	N/A	N/A	N/A	false
M176.2	0.8889293063012446	0.9384039224777823	0.9995692703162754	0.04887400513348236	false
F53F1.6b	N/A	N/A	N/A	N/A	false
Y116A8C.35	1.0	N/A	N/A	N/A	false
K09A9.6a	N/A	N/A	N/A	N/A	false
C53B7.4	0.8258881389003928	0.7388955737993474	0.9995692703162754	0.03987877594941972	false
Y45F10D.7	N/A	N/A	N/A	N/A	false
C53B7.1	0.4992289895188903	N/A	N/A	N/A	false
F53A3.3b	0.8744923953122097	0.007752335885989882	0.027668559778651524	0.06114535373045683	false
F53A3.3a	0.9092598253747174	0.007906405112514676	0.027668559778651524	0.04447815862313504	false
W09B6.1c	0.8701471228506605	0.7227269414411898	0.9995692703162754	0.014746543603792343	false
F16D3.1	0.7550057792849655	0.04183571846168623	0.4154795145022508	0.07571654869380223	false
Y45F10D.4	N/A	N/A	N/A	N/A	false
W09B6.1b	0.6831159321370448	N/A	N/A	N/A	false
F09B12.1b	N/A	N/A	N/A	N/A	false
C09D4.5	0.918888429945968	0.9725470263597129	0.9995692703162754	0.03558964213543378	false
F40G9.17	0.8366805314954494	0.9938106082328885	0.9995692703162754	0.09767041749164278	false
B0035.12	0.6993520627840102	2.520684035863997E-4	0.0	0.23909697717677103	true
C09D4.2	N/A	N/A	N/A	N/A	false
F57F4.4	0.8358274279502268	0.9768505133044554	0.9995692703162754	0.07027070710311188	false
F57F4.3	0.8384046275159771	0.9701910941488051	0.9995692703162754	0.06742232399114718	false
F38B2.1a	0.7602701887584055	0.9363782001163782	0.9995692703162754	0.08812394916588752	false
F49E8.5	0.8885060576478464	0.9105318725139057	0.9995692703162754	0.05788577872310885	false
F49E8.4	0.8277115984495382	0.41538994117068073	0.9995692703162754	0.0036278153022554415	false
C27B7.9	N/A	N/A	N/A	N/A	false
T08G2.3	0.9280948304568178	0.06979605373739298	0.7416140607919783	0.01278124004484154	false
C27B7.8	0.8379307834009473	0.4686747133733847	0.9995692703162754	0.008045524735138226	false
T16G12.5	N/A	N/A	N/A	N/A	false
F55C7.7h	0.9233863514069446	0.8223377382104219	0.9995692703162754	0.007135544714149148	false
T16G12.1	N/A	N/A	N/A	N/A	false
T08A9.9	N/A	N/A	N/A	N/A	false
F55C7.7a	0.9105185420779498	0.8729847639148289	0.9995692703162754	0.012134564040692757	false
T08A9.2	0.67122219354847	0.657468253814996	0.9995692703162754	0.1251634714695927	false
T04C12.6	0.9503538050369055	0.9922718714121715	0.9995692703162754	0.008607855406329818	false
T08A9.1	N/A	N/A	N/A	N/A	false
T04C12.5	0.950268327531805	0.9861039133104845	0.9995692703162754	0.007209372456151958	false
T04C12.4	0.9503754513980956	0.9922718714121715	0.9995692703162754	0.008681354185981387	false
C54F6.14	0.7619848071983872	0.9621528202895122	0.9995692703162754	0.10322474989188363	false
Y45G12C.3	0.6556867603988019	0.01571872853698469	0.07492548046254305	0.3456897952527191	true
F08B6.2	0.8100981937000896	0.4468154071575233	0.9995692703162754	0.018121989330834892	false
Y45G12C.2	0.7245354098157694	0.023909160367257237	0.1624792021044217	0.13979243004275588	false
F08B6.1	N/A	N/A	N/A	N/A	false
F28H6.3	N/A	N/A	N/A	N/A	false
Y53G8AR.3b	0.7478417253469566	N/A	N/A	0.010977037882718987	false
K01D12.12	0.5664291937029645	0.10190555219905859	0.978341515427505	0.07264748503633536	false
K01D12.11	N/A	N/A	N/A	N/A	false
R12E2.9	0.8540494821124498	N/A	N/A	0.020853646835911045	false
R01H10.3c	0.7279648059850382	0.9204109227882227	0.9995692703162754	0.12402189206568769	false
F46G10.1a	N/A	N/A	N/A	N/A	false
R01H10.3b	0.725749966855294	0.9340480401375862	0.9995692703162754	0.12400749563287468	false
R01H10.3a	0.7263519262818129	0.9204109227882227	0.9995692703162754	0.12207676428446279	false
R12E2.5	N/A	N/A	N/A	N/A	false
R12E2.3	0.8848686666272955	0.28970250523573216	0.9995692703162754	0.011156201961498784	false
Y113G7A.9a	0.7121212121212123	N/A	N/A	0.1702127659574466	false
T01B10.2	0.7678499881814252	N/A	N/A	0.227147213106946	true
C30H7.2b	0.6892478697484936	0.11585285026400356	0.9995692703162754	0.08522736243522291	false
T23F6.4	N/A	N/A	N/A	N/A	false
R06A4.4a	N/A	N/A	N/A	N/A	false
F02E9.1	N/A	N/A	N/A	N/A	false
F36H1.6	0.8514145255299771	0.23129392843664912	0.9995692703162754	7.543203304636017E-5	false
F37C12.13a	N/A	N/A	N/A	N/A	false
F41E6.9	N/A	N/A	N/A	N/A	false
F41E6.6	0.8568544639895307	0.8271905572773938	0.9995692703162754	0.05309796731103443	false
F43C1.2b	0.7778046857133359	0.015061033626647242	0.06892435873431942	0.1118255678959276	false
C08F8.9	N/A	N/A	N/A	N/A	false
F41E6.2	N/A	N/A	N/A	N/A	false
F43C1.2a	0.7778046857133359	0.015061033626647242	0.06892435873431942	0.1118255678959276	false
F44C4.5	0.6157894736842107	0.9964417579022462	0.9995692703162754	0.22507122507122526	true
T03F1.8b	0.7719015122326326	0.8848227337054955	0.9995692703162754	0.07387638536707873	false
F44C4.3	0.8356617685841675	0.9741185703434891	0.9995692703162754	0.0787140075712773	false
K09H11.1	0.765360281701383	0.9945024466769941	0.9995692703162754	0.10542694884684432	false
F44F4.11	0.9312148712121013	0.9740862300897879	0.9995692703162754	0.03024212509363527	false
T01C8.1c	0.7026273852600391	N/A	N/A	0.0775732628608238	false
C34E7.4	0.7246424251569409	0.9644737138654735	0.9995692703162754	0.11479606514834516	false
T13B5.3	0.8126272032232448	0.7151579283263357	0.9995692703162754	0.043536693041524764	false
Y39A1A.19	N/A	N/A	N/A	N/A	false
Y87G2A.10a	N/A	N/A	N/A	N/A	false
Y39A1A.14	N/A	N/A	N/A	N/A	false
F15E6.6	N/A	N/A	N/A	N/A	false
C17G1.3b	N/A	N/A	N/A	N/A	false
Y48A6B.3	0.8848484605568642	0.310467631396974	0.9995692703162754	0.013759748228658431	false
C17G1.3a	N/A	N/A	N/A	N/A	false
Y39A1A.11	0.7895417148869144	0.02245527840267516	0.15352930162890843	0.08049074726932053	false
F15E6.1	N/A	N/A	N/A	N/A	false
C06C3.9	1.0	N/A	N/A	0.0	false
Y41D4A.5	N/A	N/A	N/A	N/A	false
Y41D4A.4	N/A	N/A	N/A	N/A	false
F59E12.13	N/A	N/A	N/A	N/A	false
R13F6.10	0.7994758892785742	N/A	N/A	0.15031763846236124	false
C06C3.4	0.8333333333333334	N/A	N/A	0.19999999999999996	false
T05F1.6	0.8307938593066565	0.5079602978648803	0.9995692703162754	0.024423926353700123	false
C47E8.4b	N/A	N/A	N/A	N/A	false
T05F1.3	0.9161234845855432	0.9062497094765347	0.9995692703162754	0.02664730379597033	false
C47E8.4a	N/A	N/A	N/A	N/A	false
R53.1c	N/A	N/A	N/A	N/A	false
C18H7.1	N/A	N/A	N/A	N/A	false
R53.1b	N/A	N/A	N/A	N/A	false
R13H4.4a	0.7383959808923395	N/A	N/A	0.26579282994294867	true
F55B11.5	N/A	N/A	N/A	N/A	false
F49H12.5	0.599025974025974	0.0016352493960152966	0.004788789192458917	0.37361446588939395	true
B0464.2c	N/A	N/A	N/A	N/A	false
F55B11.4	0.6772498286336819	0.18005359005369298	0.9995692703162754	0.030324041726226728	false
F55B11.3	0.7853832416200229	0.5802755462575128	0.9995692703162754	0.02384056124021192	false
F55B11.2	0.9181868914021742	0.8916259909923747	0.9995692703162754	0.03187858823196513	false
T19A6.2b	N/A	N/A	N/A	N/A	false
F55B11.1	0.7408207756113158	0.4358058365681725	0.9995692703162754	0.0020912472789651306	false
C52B9.4	N/A	N/A	N/A	N/A	false
Y54F10AM.8	0.7996033339203974	0.9365253409333133	0.9995692703162754	0.07377498679168935	false
F33H1.2	0.8463772594495148	0.9860102355763706	0.9995692703162754	0.07432479002880055	false
Y54F10AM.5	0.8327617579483348	0.8490269135361008	0.9995692703162754	0.03406728580898355	false
T28D6.2	0.9295856653327533	0.977019459221653	0.9995692703162754	0.03312657852557013	false
K05C4.5	N/A	N/A	N/A	N/A	false
Y53C10A.6a	N/A	N/A	N/A	N/A	false
F53H8.2	N/A	N/A	N/A	N/A	false
K05C4.1	0.8051098528847428	0.5452863684636962	0.9995692703162754	0.024202495180425023	false
K07E8.3	N/A	N/A	N/A	N/A	false
Y39A3CR.4	0.6943554137142159	0.5894765018246649	0.9995692703162754	0.13522565960883445	false
C15H11.3a	N/A	N/A	N/A	N/A	false
T10B5.3	N/A	N/A	N/A	N/A	false
C26B9.5	0.6674401437578003	0.5725762048140648	0.9995692703162754	0.05709829110604542	false
T17E9.2c	0.79024625839428	0.975192852602743	0.9995692703162754	0.09498880638461212	false
T17E9.2b	0.7944969126830334	0.975304333078278	0.9995692703162754	0.09415715680091613	false
F10C2.4	0.8071861803888338	N/A	N/A	0.1540914802898343	false
C26B9.3	0.7071249828602769	0.991877961669033	0.9995692703162754	0.20999115290923845	true
Y38F2AR.12a	N/A	N/A	N/A	N/A	false
R13H9.4	0.8582741723134405	0.3310516675496257	0.9995692703162754	0.006489090810401421	false
C34E10.6	0.9381358541828502	0.7975824179130797	0.9995692703162754	0.005872648724737454	false
R13H9.2	0.8596097214078093	0.3458284422937432	0.9995692703162754	0.011416151477190217	false
C34E10.5	N/A	N/A	N/A	N/A	false
R13H9.1	N/A	N/A	N/A	N/A	false
R06C7.4	0.7252627183978801	0.6335139502218281	0.9995692703162754	0.11319329089791672	false
R06C7.3	N/A	N/A	N/A	N/A	false
T15B7.2	N/A	N/A	N/A	N/A	false
C34E10.2	N/A	N/A	N/A	N/A	false
R06C7.1	0.7063797920771667	0.8249269856557205	0.9995692703162754	0.07171386279826975	false
C34E10.1	N/A	N/A	N/A	N/A	false
C54E4.2b	N/A	N/A	N/A	N/A	false
B0041.6a	0.7669191919191919	0.9949144409162699	0.9995692703162754	0.1010865986170562	false
F35H10.11	0.9133015827659109	0.9873944701685674	0.9995692703162754	0.038224113082302065	false
C25F6.2b	N/A	N/A	N/A	N/A	false
F35H10.10	N/A	N/A	N/A	N/A	false
C25F6.2a	0.7008072244730269	0.10841635120867193	0.9995692703162754	0.03844202460963809	false
C06A1.5	N/A	N/A	N/A	N/A	false
F54C1.7	0.8909293710499843	0.9968429836690847	0.9995692703162754	0.06320575731842777	false
C55B7.4b	0.8982047173656201	0.9851936614023156	0.9995692703162754	0.045865907741194985	false
C55B7.4a	0.9232475186779449	0.9939093917241234	0.9995692703162754	0.04412603143827867	false
C06A1.1	0.9104293622847108	0.9647578070423556	0.9995692703162754	0.055740841819549664	false
C05E7.1	N/A	N/A	N/A	N/A	false
F07A11.2a	0.8905471513884629	0.44289253910933857	0.9995692703162754	0.009697337522823951	false
T08A11.2	0.7904692777850452	0.818490815818484	0.9995692703162754	0.09368763786843369	false
C44E4.6	0.8530047887685831	0.8478496051179383	0.9995692703162754	0.048364762793141135	false
ZK180.4	0.793809715888933	0.7880308156542171	0.9995692703162754	0.045920061071457706	false
C44E4.5	N/A	N/A	N/A	N/A	false
C44E4.4	0.8254566174136914	0.9204362569456908	0.9995692703162754	0.07292827850120745	false
C44E4.3	0.8277066622905433	0.8378351451418743	0.9995692703162754	0.0774442643244052	false
T20D4.3	N/A	N/A	N/A	N/A	false
M110.1	N/A	N/A	N/A	N/A	false
F49E12.1	0.7762083121608643	0.9900187651909097	0.9995692703162754	0.08514299477843336	false
Y113G7A.4b	N/A	N/A	N/A	N/A	false
C04C11.2	0.8359799661089293	0.7557660894298379	0.9995692703162754	0.05521241279826108	false
Y113G7A.4a	N/A	N/A	N/A	N/A	false
Y95B8A.8	N/A	N/A	N/A	N/A	false
C24F3.1b	N/A	N/A	N/A	N/A	false
Y95B8A.5	N/A	N/A	N/A	N/A	false
B0361.10	0.8363636363636363	0.5847772073769861	0.9995692703162754	0.07608695652173895	false
T28B4.3	0.7258577688866795	0.8799918664476047	0.9995692703162754	0.11400473117778884	false
T05E11.5	N/A	N/A	N/A	N/A	false
K02B12.7	N/A	N/A	N/A	N/A	false
K02C4.3	N/A	N/A	N/A	N/A	false
ZK1098.11	N/A	N/A	N/A	N/A	false
T05E11.1	0.9156256491036734	0.7817210671780719	0.9995692703162754	0.010460249718910276	false
C44C8.6a	N/A	N/A	N/A	N/A	false
C34E10.11	N/A	N/A	N/A	N/A	false
M03A8.1	0.9151171142015825	0.9896770891162372	0.9995692703162754	0.040397696006275394	false
F59B2.7	0.7457484652078548	0.012318439131468123	0.04931030455601262	0.12034384577297563	false
Y51H1A.6a	N/A	N/A	N/A	N/A	false
F59B2.3	N/A	N/A	N/A	N/A	false
W02D3.12	N/A	N/A	N/A	N/A	false
Y59A8A.3	0.9112816591761915	0.9558544499322397	0.9995692703162754	0.02928774600878679	false
C18F10.7a	N/A	N/A	N/A	N/A	false
Y59A8A.1	N/A	N/A	N/A	N/A	false
T27E9.7	0.8755235222017227	0.8206752605202161	0.9995692703162754	0.02224973249210338	false
F22F4.2	N/A	N/A	N/A	N/A	false
Y79H2A.6	N/A	N/A	N/A	N/A	false
F35G2.4	0.9084927716201744	0.7386716670185892	0.9995692703162754	0.016006672107319393	false
M02D8.4c	0.8491530942160775	0.10474277990971342	0.981275060664651	0.022691098896216084	false
F35G2.2	0.7115332423567745	0.06122647945001488	0.6467525848259793	0.09756363638444919	false
M02D8.4b	0.8488215744678356	0.10126450655144267	0.978341515427505	0.018284728888901845	false
T27E9.2	0.5977376685383299	N/A	N/A	0.16351264724094006	false
M02D8.4a	0.8483459637012113	0.10571802603068998	0.984600262123198	0.01886259169795744	false
Y38C1AA.3b	N/A	N/A	N/A	N/A	false
F58D5.1a	0.8854534852904014	0.15710117599531445	0.9995692703162754	0.02331474750312388	false
K04D7.3	0.910578651518042	0.8556700346481897	0.9995692703162754	0.01891849676497908	false
Y54E2A.4	N/A	N/A	N/A	N/A	false
K04D7.1	0.9381770981794609	0.8087695245196747	0.9995692703162754	0.006691014270255659	false
