Protein	Corr_DrugRep_avg_ContRep_avg	PValue	FDR	Fold-change 	Fold-change 
K01G5.4	0.919336508778188	0.22400623725124136	1.0	0.01831637895595016	false
F09E5.15b	0.959541271231862	0.8547079914129394	1.0	0.017887392188909234	false
F57H12.3	N/A	N/A	N/A	N/A	false
F09E5.15a	0.9596568356297419	0.8547079914129394	1.0	0.017753509348955636	false
F57H12.1	0.7574598365455472	0.002702199123481496	0.06495013330700108	0.11977242118235149	false
C53D5.6	0.9033295044409365	0.9018936994876229	1.0	0.03165675368317432	false
R08E5.2c	0.8241709912995521	0.9910871466311286	1.0	0.0948076772452757	false
R08E5.2b	0.8243724257889785	0.9699317417122805	1.0	0.07954733869742713	false
R08E5.2a	0.8231097038836157	0.9922222812072816	1.0	0.0966264611813998	false
C45B11.3	0.7843558945161495	0.8360819141164149	1.0	0.10595221379664331	false
T28H10.3	0.7041624336097817	8.57165453230542E-4	0.06257167772111091	0.21177736245295187	true
F44E5.5	0.9360962355660385	0.10708759184247241	1.0	1.2281454586103867E-4	false
F43G9.9	0.7981176410616986	0.05005372656203557	0.6106977918891615	0.06588245579961735	false
F44E5.4	0.9360962355660385	0.10708759184247241	1.0	1.2281454586103867E-4	false
F44E5.1	0.8959501954876387	0.6658635558363134	1.0	0.033910937804064074	false
F43G9.5	0.791437793182017	0.6258206915065985	1.0	0.05290315280473464	false
F02A9.2b	N/A	N/A	N/A	N/A	false
F02A9.2a	0.8174441575070782	0.8426171625280675	1.0	0.06942943456420989	false
F43G9.1	0.9022541234882722	0.19300868787605568	1.0	0.012167011615783053	false
F27D9.1c	0.8638546112402833	0.2053767471449219	1.0	0.0022074422947683837	false
F27D9.1b	N/A	N/A	N/A	N/A	false
F27D9.1a	0.8638546112402833	0.2053767471449219	1.0	0.0022074422947683837	false
Y48G1A.5	0.7925271634851963	0.9774351027957272	1.0	0.12353499588673365	false
Y48G1A.4	N/A	N/A	N/A	N/A	false
Y48G1A.3	N/A	N/A	N/A	N/A	false
F26E4.12	N/A	N/A	N/A	N/A	false
R05D8.10	N/A	N/A	N/A	N/A	false
K12D12.2	N/A	N/A	N/A	N/A	false
K12D12.1	0.9128990162149333	0.16353981018576763	1.0	0.0116648098069053	false
Y57A10C.6	0.8305889831683714	0.011012845389924749	0.11803980748837589	0.06819484254820206	false
M02F4.8	N/A	N/A	N/A	N/A	false
M02F4.7	N/A	N/A	N/A	N/A	false
H06I04.6b	N/A	N/A	N/A	N/A	false
T22D1.3b	0.47027170993180223	5.124641741294224E-4	0.0	0.6298039265519639	true
R11D1.11	0.7415064328858176	0.020336391223327588	0.2297890923206314	0.09325543046456315	false
T22D1.3a	0.5794302423330456	3.32826665333072E-4	0.0	0.4033738630686357	true
DY3.2	0.9299265153772732	0.7609738307527116	1.0	0.02947503510586984	false
DY3.1	N/A	N/A	N/A	N/A	false
CD4.6	0.8767044612082102	0.7516227320043848	1.0	0.0454536966199097	false
C15F1.7b	0.7962557699935799	0.8182650105342004	1.0	0.10309993139490192	false
F17A9.4	0.6892577267812005	0.8379444299413116	1.0	0.16383578880102803	false
CD4.4	N/A	N/A	N/A	N/A	false
C15F1.7a	0.7962557699935799	0.8182650105342004	1.0	0.10309993139490192	false
CD4.3	N/A	N/A	N/A	N/A	false
F17A9.2	N/A	N/A	N/A	N/A	false
CD4.2	N/A	N/A	N/A	N/A	false
M142.5	0.7622238884777813	0.6229147022689036	1.0	0.043125094706027656	false
F38A6.5	N/A	N/A	N/A	N/A	false
Y43H11AL.3	N/A	N/A	N/A	N/A	false
F59A3.3	N/A	N/A	N/A	N/A	false
Y51A2D.10b	0.705134749227994	0.8618568181643123	1.0	0.17369225145051798	false
ZC477.1	N/A	N/A	N/A	N/A	false
Y51A2D.10a	0.7407982978633323	0.9319720592666546	1.0	0.12673768366118035	false
C36C5.5	N/A	N/A	N/A	N/A	false
C56E6.9	N/A	N/A	N/A	N/A	false
T01C8.5	0.910719879735501	0.35585122161795363	1.0	1.6378528905709454E-4	false
H06I04.4a	0.8406696260538395	0.6726781501631656	1.0	0.04181970131049997	false
T03E6.7b	0.8432391095456362	0.937052110137234	1.0	0.07526928810235865	false
T03E6.7a	0.8696886230718397	0.933559745637052	1.0	0.051051311005985055	false
T01C8.2	N/A	N/A	N/A	N/A	false
F54B11.3b	N/A	N/A	N/A	N/A	false
F54B11.3a	N/A	N/A	N/A	N/A	false
C56E6.1	N/A	N/A	N/A	N/A	false
T16G1.9	0.7144897211712892	N/A	N/A	0.13026802226125278	false
D1005.2	N/A	N/A	N/A	N/A	false
D1005.1	0.8178840797997757	0.3107164848286204	1.0	0.003972955684687159	false
T16G1.7	N/A	N/A	N/A	N/A	false
Y110A7A.6b	0.8340827526261367	0.8319610900620948	1.0	0.016823260943441762	false
T16G1.5	N/A	N/A	N/A	N/A	false
Y110A7A.6a	0.833723208017172	0.7758867636203214	1.0	0.013487307911277542	false
T08B2.9b	0.8469045193033754	0.9861468985093029	1.0	0.09993961402498962	false
