ProteinID	CR1F1	CR1F2	CR1F3	CR1F4	CR1F5	CR1F6	CR1F7	CR1F8	CR1F9	CR1F10	DR1F1	DR1F2	DR1F3	DR1F4	DR1F5	DR1F6	DR1F7	DR1F8	DR1F9	DR1F10	CR2F1	CR2F2	CR2F3	CR2F4	CR2F5	CR2F6	CR2F7	CR2F8	CR2F9	CR2F10	DR2F1	DR2F2	DR2F3	DR2F4	DR2F5	DR2F6	DR2F7	DR2F8	DR2F9	DR2F10	CR3F1	CR3F2	CR3F3	CR3F4	CR3F5	CR3F6	CR3F7	CR3F8	CR3F9	CR3F10	DR3F1	DR3F2	DR3F3	DR3F4	DR3F5	DR3F6	DR3F7	DR3F8	DR3F9	DR3F10	CR4F1	CR4F2	CR4F3	CR4F4	CR4F5	CR4F6	CR4F7	CR4F8	CR4F9	CR4F10
Y54E10A.10	3	4	3	0	0	0	0	0	0	0	3	5	3	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	2	0	0	0	0	0	0	3	5	4	0	0	0	0	0	0	0	9	8	8	0	0	0	0	0	0	0
C05C10.6a	0	0	3	6	9	7	0	0	0	0	0	0	2	2	2	7	0	0	0	0	0	0	5	5	7	3	0	0	0	0	0	0	4	7	7	5	0	0	0	0	0	0	0	9	9	9	2	0	0	0	0	0	2	6	3	9	0	0	0	0	0	3	4	9	0	13	0	0	0	0
C05C10.6c	0	0	3	4	4	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
C05C10.6b	0	0	3	6	9	7	0	0	0	0	0	0	2	2	2	7	0	0	0	0	0	0	5	5	7	3	0	0	0	0	0	0	4	7	7	5	0	0	0	0	0	0	0	10	9	9	2	0	0	0	0	0	2	6	3	9	0	0	0	0	0	3	4	9	0	13	0	0	0	0
Y66H1B.2e	2	0	13	22	5	0	0	0	0	0	0	4	12	19	7	0	0	0	0	0	2	4	12	15	2	0	0	0	0	0	0	2	8	19	8	0	0	0	0	0	0	5	6	27	14	0	0	0	0	0	0	2	8	26	13	0	0	0	0	0	7	8	17	28	2	10	0	0	0	0
Y66H1B.2d	16	28	63	78	66	83	40	35	30	15	22	38	64	96	76	66	28	21	12	10	14	22	62	55	70	69	30	25	14	12	15	23	50	73	80	89	22	20	19	8	19	43	36	97	107	109	70	39	42	9	24	38	58	100	127	97	63	22	18	7	16	18	67	81	49	90	27	23	9	3
Y66H1B.2g	21	29	80	104	72	84	40	35	30	15	23	44	79	120	85	66	28	21	12	10	17	27	79	75	72	69	30	25	14	12	17	27	62	97	88	90	22	20	19	8	22	51	42	131	130	111	72	39	42	9	27	42	68	135	147	97	63	22	18	7	26	33	90	119	52	108	27	23	9	3
Y66H1B.2f	21	29	80	105	72	84	40	35	30	15	23	44	79	120	85	66	28	21	12	10	17	27	79	75	72	69	30	25	14	12	17	27	62	97	88	90	22	20	19	8	22	51	42	131	130	111	72	39	42	9	27	42	68	135	147	97	63	22	18	7	26	33	90	119	52	108	27	23	9	3
Y105E8B.9	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	15	0
Y105E8B.5	0	0	0	0	2	12	56	23	3	0	0	0	0	0	0	18	21	23	3	0	0	0	0	2	2	14	46	11	0	0	0	0	0	0	3	7	53	11	0	0	0	3	0	0	0	8	39	43	16	3	0	0	0	0	3	8	47	27	12	3	0	0	0	0	6	6	45	25	2	0
Y66H1B.2b	2	0	13	22	5	0	0	0	0	0	0	4	12	19	7	0	0	0	0	0	2	4	12	15	2	0	0	0	0	0	2	2	8	19	8	0	0	0	0	0	0	5	6	27	14	0	0	0	0	0	0	2	8	26	13	0	0	0	0	0	7	8	17	28	2	10	0	0	0	0
Y66H1B.2c	16	28	62	75	66	83	40	35	30	15	21	38	63	96	76	66	28	21	12	10	14	22	62	54	70	69	30	25	14	12	15	23	49	73	79	89	22	20	19	8	19	42	35	94	106	109	70	39	42	9	24	38	57	96	126	97	63	22	18	7	16	18	64	77	48	90	27	23	9	3
Y66H1B.2a	21	29	81	108	72	84	40	35	30	15	24	44	80	120	85	66	28	21	12	10	17	27	79	75	72	69	30	25	14	12	17	27	63	97	89	90	22	20	19	8	22	52	43	133	131	111	72	39	42	9	27	42	69	136	147	97	63	22	18	7	26	33	92	120	52	108	27	23	9	3
BE0003N10.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Y44E3A.6b	6	3	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	4	3	4	0	3	0	0	0	0	0	2	8	6	0	0	0	0	0	0	0	2	10	7	0	0	0	0	0	0	0	6	2	5	0	0	0	0	0	0	0
Y45F10C.4	0	0	0	0	0	0	3	3	3	2	0	0	0	0	0	0	4	3	0	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	4	3	4	3	0	0	0	0	0	2	4	5	4	4	0	0	0	0	0	2	6	7	5	3	0	0	0	0	0	0	8	7	4	4
Y45F10C.2	3	5	4	2	2	0	0	0	4	6	2	6	6	2	2	0	0	3	3	8	6	4	4	4	2	0	0	2	7	6	5	4	4	0	0	0	0	0	6	7	5	9	10	7	5	4	0	0	3	8	5	9	8	7	3	0	2	3	3	7	7	4	8	6	0	2	2	2	7	2
H37A05.1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
F46C5.9	3	3	2	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	5	3	2	0	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	3	5	6	2	0	0	0	0	0	0
F27E5.4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
C18A11.7b	13	23	19	18	24	39	39	32	7	10	16	25	24	24	35	45	46	20	4	7	23	27	24	19	25	46	41	12	7	9	16	20	17	18	24	33	32	13	5	9	25	35	27	32	39	51	68	47	17	8	27	30	27	29	46	58	62	44	10	6	23	16	31	29	30	34	51	15	4	0
C18A11.7a	13	23	19	18	24	39	39	32	7	10	16	25	24	24	35	45	46	20	4	7	23	27	24	19	25	46	41	12	7	9	16	20	17	18	24	33	32	13	5	9	25	35	27	32	39	51	68	47	17	8	27	30	27	29	46	58	63	44	10	6	23	16	31	29	30	34	51	15	4	0
F31C3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
F31C3.1	2	0	0	5	18	24	24	18	13	10	0	3	0	7	19	24	27	23	14	9	0	0	0	8	16	28	25	24	11	10	4	3	0	7	15	29	25	32	14	9	2	10	0	8	19	26	27	37	25	19	2	6	4	7	18	39	33	31	27	24	0	4	0	6	5	17	21	27	10	3
Y69F12A.2b	0	0	0	0	7	49	45	13	0	8	0	0	0	0	2	16	47	16	0	5	0	0	0	7	3	55	38	0	2	9	0	0	0	0	0	9	90	15	3	12	0	0	0	0	0	19	69	26	0	8	0	0	0	0	0	0	84	49	2	9	0	0	0	0	9	44	39	0	0	0
Y40D12A.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Y69F12A.2a	0	0	0	0	7	59	51	15	0	9	0	0	0	0	2	19	57	22	0	7	0	0	0	7	3	66	41	0	2	11	0	0	0	0	0	10	105	19	3	17	0	0	0	0	0	20	92	35	0	8	0	0	0	0	0	0	105	64	2	11	0	0	0	0	12	49	49	0	0	2
F41G4.2a	0	0	0	0	2	4	34	26	18	10	0	0	0	0	0	9	24	29	22	0	0	0	0	3	0	9	50	28	18	3	0	0	0	0	0	9	38	26	19	0	0	2	0	0	0	0	33	50	31	9	0	0	0	0	0	2	43	36	31	7	0	0	2	0	7	5	47	51	13	2
F41G4.2b	0	0	0	0	2	4	34	27	18	10	0	0	0	0	0	9	24	29	21	0	0	0	0	2	0	9	50	29	18	3	0	0	0	0	0	9	38	26	19	0	0	2	0	0	0	0	34	51	33	9	0	0	0	0	0	2	44	37	34	8	0	0	2	0	7	5	48	56	16	2
F09C3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
F09C3.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
R10E4.4	6	5	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	9	6	2	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	11	10	2	0	0	0	0	0	0	0	9	10	2	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0
Y54E10A.9a	3	0	12	3	0	0	0	0	0	0	3	5	3	2	0	0	0	0	0	0	3	0	9	2	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	3	0	8	6	0	0	0	0	0	0	2	5	11	3	0	0	0	0	0	0	4	2	9	8	0	0	0	0	0	0
K07C11.7a	0	0	0	5	2	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	5	6	2	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0	0	4	2	10	0	0	0	0
K07E3.3	0	0	0	0	0	4	17	2	0	0	0	0	0	0	0	6	9	3	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	7	28	10	0	0	0	0	0	0	3	6	32	4	0	0	0	0	0	0	0	7	39	0	0	0
Y54E5A.5	0	0	0	6	5	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K03E5.2a	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0
F11A3.1	3	0	13	6	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	4	7	7	0	0	0	0	0	0	0	5	8	5	0	0	0	0	0	0	0	6	4	23	2	0	0	0	0	0	2	9	13	12	0	0	0	0	0	0	7	6	14	23	0	4	3	0	0	0
C05D9.9b	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0
R05H10.5	0	0	0	2	4	9	15	9	3	2	0	0	0	0	7	9	7	7	6	2	0	0	0	0	3	10	12	8	2	0	0	0	0	0	6	14	13	11	3	0	0	0	4	2	6	10	13	13	4	4	0	2	2	4	8	12	14	9	5	4	0	0	0	4	4	9	20	14	6	0
C50F7.4	3	2	6	11	8	4	8	2	0	0	7	9	8	10	5	3	2	0	0	0	7	4	6	3	7	2	6	0	0	0	4	7	10	13	6	3	2	0	0	0	3	6	6	13	9	6	6	3	2	0	7	9	11	17	9	3	3	0	0	0	5	9	8	11	3	13	8	2	0	0
T21C12.2	0	2	8	12	32	97	98	24	0	7	0	3	5	18	39	100	57	21	0	5	2	8	6	17	36	93	84	7	2	11	4	3	4	15	33	76	75	9	0	6	0	15	4	13	26	101	115	42	5	9	0	14	12	13	28	97	119	37	0	5	0	7	15	15	24	81	106	10	8	8
Y105E8B.1f	39	0	14	58	27	5	0	0	0	0	59	4	10	65	33	4	0	0	0	0	88	3	12	46	28	4	0	0	0	0	59	0	4	43	36	4	0	0	0	0	95	8	12	65	72	7	0	0	0	0	96	4	14	78	68	12	2	0	0	0	47	5	9	28	14	22	2	0	0	0
Y105E8B.1e	63	12	14	87	31	9	0	3	9	18	84	8	10	82	46	7	8	3	20	23	125	8	17	73	36	8	2	5	43	6	101	4	8	73	42	12	0	3	41	13	147	15	17	82	69	9	6	8	13	17	132	12	15	89	80	13	6	7	20	25	75	8	23	47	18	33	4	6	34	7
F40E10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0
F40E10.3	11	7	15	10	0	0	0	0	0	0	7	9	11	6	0	0	0	0	0	0	8	13	14	5	0	0	0	0	0	0	5	12	14	8	0	0	0	0	0	0	16	20	10	11	0	0	0	0	0	0	17	17	10	14	0	0	0	0	0	0	14	16	21	19	2	0	0	0	0	0
F40E10.1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12	7
Y105E8B.1a	152	35	61	204	109	26	6	4	4	5	198	26	42	205	124	25	19	3	6	7	283	32	59	145	116	23	10	2	16	4	215	18	35	158	124	39	7	2	15	6	304	48	63	216	211	39	9	3	6	4	291	41	60	224	217	51	12	6	7	7	167	25	52	103	56	94	12	6	21	3
Y105E8B.1b	88	24	31	112	61	14	4	4	5	6	108	11	22	107	67	13	13	0	7	8	159	16	29	77	70	12	7	2	14	3	124	8	18	87	66	24	4	0	15	4	176	26	33	117	107	22	8	3	7	4	157	23	34	115	121	28	7	4	8	6	91	14	33	53	29	57	7	4	18	3
Y105E8B.1c	59	11	13	78	30	8	0	3	9	17	74	8	10	76	44	6	8	3	15	19	110	8	14	58	38	8	2	4	38	5	90	4	8	68	40	12	0	3	32	11	130	14	16	71	59	9	6	6	13	14	109	12	15	69	70	13	5	6	18	21	68	7	20	36	16	33	4	6	30	6
Y105E8B.1d	131	26	47	176	91	20	4	4	5	6	173	16	33	178	103	19	14	0	7	8	255	21	44	125	100	17	7	2	14	3	188	10	24	135	106	29	4	0	16	4	277	35	47	185	183	30	8	3	7	4	260	27	49	198	193	41	10	4	8	6	148	19	43	86	43	84	9	5	20	3
Y6D11A.2	8	4	4	3	0	0	0	0	0	0	4	7	3	0	0	0	0	0	0	0	4	10	4	0	0	0	0	0	0	0	5	8	2	0	0	0	0	0	0	0	11	12	4	9	0	0	0	0	0	0	10	7	7	2	0	0	0	0	0	0	10	8	7	2	0	0	0	0	0	0
F26G1.7	2	7	3	5	11	11	52	76	62	32	0	9	4	7	7	17	93	78	64	21	4	8	4	8	7	19	77	80	50	20	2	6	3	9	8	30	55	88	56	12	3	13	10	7	6	13	39	111	89	40	4	14	10	7	8	17	49	93	95	31	0	4	8	4	37	17	202	248	190	68
R10E11.2	4	3	3	2	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	5	4	0	2	0	0	0	0	0	0	6	7	3	3	0	0	0	0	0	0	5	5	3	2	0	0	0	0	0	0	9	10	12	9	6	0	2	2	0	0
R10E11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
F44G4.4a	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
H14N18.3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	3	6	6	0	0	0	0	0	0	0	4	6	9	0	3	0	0	0	0	0	6	4	13	0	2	0	0	0	0	0	3	5	12	0	0	0	0	3	0	3	5	6	6
K12F2.2a	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R07E5.8	3	2	4	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0
T14G12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
R07E5.2	3	9	7	10	18	22	73	64	43	18	7	10	8	13	16	29	59	64	44	15	4	8	8	11	16	31	79	49	13	16	7	9	9	12	17	25	67	48	25	13	6	13	10	11	17	21	55	98	76	22	7	13	13	12	15	24	70	85	72	17	6	9	11	14	22	25	66	53	4	0
R07E5.3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Y45F10D.7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
VZK822L.1b	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	9	7	7	0	0	0	0	0	0	0
VZK822L.1a	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0
F08F3.3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C52B9.4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Y45F10D.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0
F13D12.7b	0	3	4	7	11	7	0	0	0	0	0	0	4	9	9	10	2	0	0	0	0	0	3	7	10	6	0	0	0	0	0	0	0	9	8	3	0	0	0	0	2	6	4	11	21	18	0	0	0	0	0	6	11	17	19	13	0	4	0	0	2	4	7	13	6	15	0	0	0	0
F13D12.7a	2	9	15	20	29	19	0	0	0	0	3	8	16	23	31	20	2	0	0	0	2	3	13	17	35	9	0	0	0	0	2	4	12	21	28	5	0	0	0	0	4	12	18	31	45	38	0	0	0	0	3	13	26	34	42	27	0	4	0	0	3	6	16	23	15	32	2	0	0	0
F44E7.4d	0	2	7	24	63	7	0	0	0	0	0	2	9	24	55	0	0	0	0	0	0	0	8	15	60	0	0	0	0	0	0	0	6	19	48	0	0	0	0	0	0	2	6	16	77	35	0	0	0	0	0	4	14	29	84	8	0	0	0	0	0	0	12	28	16	51	0	0	0	0
F44E7.4c	0	2	7	26	71	9	0	0	0	0	0	2	10	28	62	0	0	0	0	0	0	0	9	18	68	0	0	0	0	0	0	0	9	23	57	0	0	0	0	0	0	2	8	19	86	40	0	0	0	0	0	4	17	31	95	10	0	0	0	0	0	0	13	30	17	64	0	0	0	0
Y105E8A.9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	10	8	4	0	0	0	0	0	0	0
Y105E8A.4	0	0	0	0	0	0	16	35	57	16	0	0	0	0	0	12	14	40	34	9	0	0	0	7	0	10	17	75	11	3	0	0	0	0	0	3	27	49	27	2	0	2	0	0	0	0	8	24	73	28	0	2	0	0	0	2	23	43	60	24	0	2	3	3	13	3	17	70	7	0
F35D11.4	4	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0
F13D12.4a	3	11	7	7	20	15	99	203	183	70	0	8	9	11	9	29	74	170	201	64	7	16	11	26	13	44	101	293	56	24	10	12	3	11	7	38	65	313	143	30	2	30	17	10	5	21	51	173	259	49	6	28	19	5	12	18	33	104	304	92	0	9	19	12	49	26	126	334	41	11
F13D12.4b	0	0	0	0	0	0	9	14	14	0	0	0	0	0	0	4	7	13	13	5	0	0	0	2	0	5	10	26	6	0	0	3	0	0	0	0	7	29	13	9	0	5	0	2	0	3	6	14	28	10	0	5	4	0	0	2	5	10	31	10	0	0	2	0	6	3	14	32	6	0
F38H4.8a	2	0	3	3	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	2	2	5	3	0	0	0	0	0	3	2	2	3	3	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0
JC8.10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F11C1.5c	4	2	4	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	5	9	0	0	0	0	0	0	0
F11C1.5d	9	3	10	0	0	0	0	0	0	0	7	7	4	0	0	0	0	0	0	0	3	15	14	0	0	0	0	0	0	0	4	10	7	0	0	0	0	0	0	0	5	11	3	2	0	0	0	0	0	0	4	9	5	0	0	0	0	0	0	0	3	8	16	5	0	0	0	0	0	0
F11C1.5b	9	3	10	0	0	0	0	0	0	0	7	7	3	0	0	0	0	0	0	0	3	14	14	0	0	0	0	0	0	0	4	10	7	0	0	0	0	0	0	0	5	11	3	2	0	0	0	0	0	0	4	7	5	0	0	0	0	0	0	0	2	8	14	3	0	0	0	0	0	0
F37C12.3	7	2	0	0	0	9	0	0	0	0	6	0	0	0	4	6	0	0	0	0	8	6	0	0	5	7	0	0	0	0	5	4	0	0	8	2	0	0	0	0	6	8	0	2	0	12	0	0	0	0	6	8	2	2	4	13	0	0	0	0	0	5	7	5	0	6	0	0	0	0
Y48G1C.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48G1C.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F37C12.4	33	44	14	0	0	0	0	0	0	0	33	31	16	0	0	0	0	0	0	0	29	23	20	0	0	0	0	0	0	0	29	27	17	0	0	0	0	0	0	0	33	35	33	0	0	0	0	0	0	0	29	36	24	2	0	0	0	0	0	0	23	16	18	4	0	0	0	0	0	0
F37C12.7	4	7	16	25	19	6	0	0	0	0	10	16	19	14	7	0	0	0	0	0	2	8	18	22	25	2	0	0	0	0	4	12	19	26	15	2	0	0	0	0	2	14	16	31	39	11	0	0	0	0	14	28	28	28	12	0	0	0	0	0	0	7	22	28	13	29	0	0	0	0
F37C12.9	75	75	26	9	3	0	3	5	0	4	66	67	30	7	3	3	4	6	4	5	55	55	44	10	4	0	0	0	4	8	57	75	30	11	9	9	4	4	5	5	95	73	62	14	3	3	0	3	0	4	98	85	53	14	3	2	0	3	2	7	48	82	67	22	15	3	4	4	3	5
EEED8.1	0	0	2	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	3	7	0	5	0	0	0	0
W08F4.8b	0	0	0	0	16	9	0	0	0	0	0	0	2	6	6	0	0	0	0	2	0	0	0	3	17	8	0	0	0	0	0	0	2	4	8	2	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	0	4	10	14	2	0	0	0	0	0	0	0	0	2	11	2	0	0	2
W08F4.8a	0	0	0	0	16	9	0	0	0	0	0	0	2	6	6	0	0	0	0	2	0	0	0	3	17	8	0	0	0	0	0	0	2	4	8	2	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	0	4	10	14	2	0	0	0	0	0	0	0	0	2	11	2	0	0	0
